STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
RAND,H,12,REL HUM,20250205 0700,20250205 0700,91, ,  %
RAND,H,12,REL HUM,20250205 0800,20250205 0800,84, ,  %
RAND,H,12,REL HUM,20250205 0900,20250205 0900,70, ,  %
RAND,H,12,REL HUM,20250205 1000,20250205 1000,64, ,  %
RAND,H,12,REL HUM,20250205 1100,20250205 1100,58, ,  %
RAND,H,12,REL HUM,20250205 1200,20250205 1200,53, ,  %
RAND,H,12,REL HUM,20250205 1300,20250205 1300,52, ,  %
RAND,H,12,REL HUM,20250205 1400,20250205 1400,53, ,  %
RAND,H,12,REL HUM,20250205 1500,20250205 1500,53, ,  %
RAND,H,12,REL HUM,20250205 1600,20250205 1600,57, ,  %
RAND,H,12,REL HUM,20250205 1700,20250205 1700,74, ,  %
RAND,H,12,REL HUM,20250205 1800,20250205 1800,95, ,  %
RAND,H,12,REL HUM,20250205 1900,20250205 1900,100, ,  %
RAND,H,12,REL HUM,20250205 2000,20250205 2000,100, ,  %
RAND,H,12,REL HUM,20250205 2100,20250205 2100,100, ,  %
RAND,H,12,REL HUM,20250205 2200,20250205 2200,100, ,  %
RAND,H,12,REL HUM,20250205 2300,20250205 2300,100, ,  %
RAND,H,12,REL HUM,20250206 0000,20250206 0000,100, ,  %
RAND,H,12,REL HUM,20250206 0100,20250206 0100,100, ,  %
RAND,H,12,REL HUM,20250206 0200,20250206 0200,100, ,  %
RAND,H,12,REL HUM,20250206 0300,20250206 0300,100, ,  %
RAND,H,12,REL HUM,20250206 0400,20250206 0400,100, ,  %
RAND,H,12,REL HUM,20250206 0500,20250206 0500,100, ,  %
RAND,H,12,REL HUM,20250206 0600,20250206 0600,100, ,  %
RAND,H,12,REL HUM,20250206 0700,20250206 0700,100, ,  %
RAND,H,12,REL HUM,20250206 0800,20250206 0800,100, ,  %
RAND,H,12,REL HUM,20250206 0900,20250206 0900,100, ,  %
RAND,H,12,REL HUM,20250206 1000,20250206 1000,100, ,  %
RAND,H,12,REL HUM,20250206 1100,20250206 1100,100, ,  %
RAND,H,12,REL HUM,20250206 1200,20250206 1200,100, ,  %
RAND,H,12,REL HUM,20250206 1300,20250206 1300,100, ,  %
RAND,H,12,REL HUM,20250206 1400,20250206 1400,100, ,  %
RAND,H,12,REL HUM,20250206 1500,20250206 1500,100, ,  %
RAND,H,12,REL HUM,20250206 1600,20250206 1600,100, ,  %
RAND,H,12,REL HUM,20250206 1700,20250206 1700,100, ,  %
RAND,H,12,REL HUM,20250206 1800,20250206 1800,100, ,  %
RAND,H,12,REL HUM,20250206 1900,20250206 1900,100, ,  %
RAND,H,12,REL HUM,20250206 2000,20250206 2000,100, ,  %
RAND,H,12,REL HUM,20250206 2100,20250206 2100,100, ,  %
RAND,H,12,REL HUM,20250206 2200,20250206 2200,100, ,  %
RAND,H,12,REL HUM,20250206 2300,20250206 2300,100, ,  %
RAND,H,12,REL HUM,20250207 0000,20250207 0000,100, ,  %
RAND,H,12,REL HUM,20250207 0100,20250207 0100,100, ,  %
RAND,H,12,REL HUM,20250207 0200,20250207 0200,100, ,  %
RAND,H,12,REL HUM,20250207 0300,20250207 0300,100, ,  %
RAND,H,12,REL HUM,20250207 0400,20250207 0400,100, ,  %
RAND,H,12,REL HUM,20250207 0500,20250207 0500,100, ,  %
RAND,H,12,REL HUM,20250207 0600,20250207 0600,100, ,  %
RAND,H,12,REL HUM,20250207 0700,20250207 0700,100, ,  %
RAND,H,12,REL HUM,20250207 0800,20250207 0800,100, ,  %
RAND,H,12,REL HUM,20250207 0900,20250207 0900,100, ,  %
RAND,H,12,REL HUM,20250207 1000,20250207 1000,100, ,  %
RAND,H,12,REL HUM,20250207 1100,20250207 1100,100, ,  %
RAND,H,12,REL HUM,20250207 1200,20250207 1200,100, ,  %
RAND,H,12,REL HUM,20250207 1300,20250207 1300,100, ,  %
RAND,H,12,REL HUM,20250207 1400,20250207 1400,100, ,  %
RAND,H,12,REL HUM,20250207 1500,20250207 1500,97, ,  %
RAND,H,12,REL HUM,20250207 1600,20250207 1600,92, ,  %
RAND,H,12,REL HUM,20250207 1700,20250207 1700,94, ,  %
RAND,H,12,REL HUM,20250207 1800,20250207 1800,100, ,  %
RAND,H,12,REL HUM,20250207 1900,20250207 1900,100, ,  %
RAND,H,12,REL HUM,20250207 2000,20250207 2000,98, ,  %
RAND,H,12,REL HUM,20250207 2100,20250207 2100,100, ,  %
RAND,H,12,REL HUM,20250207 2200,20250207 2200,100, ,  %
RAND,H,12,REL HUM,20250207 2300,20250207 2300,100, ,  %
RAND,H,12,REL HUM,20250208 0000,20250208 0000,100, ,  %
RAND,H,12,REL HUM,20250208 0100,20250208 0100,100, ,  %
RAND,H,12,REL HUM,20250208 0200,20250208 0200,100, ,  %
RAND,H,12,REL HUM,20250208 0300,20250208 0300,97, ,  %
RAND,H,12,REL HUM,20250208 0400,20250208 0400,100, ,  %
RAND,H,12,REL HUM,20250208 0500,20250208 0500,99, ,  %
RAND,H,12,REL HUM,20250208 0600,20250208 0600,98, ,  %
RAND,H,12,REL HUM,20250208 0700,20250208 0700,100, ,  %
RAND,H,12,REL HUM,20250208 0800,20250208 0800,100, ,  %
RAND,H,12,REL HUM,20250208 0900,20250208 0900,72, ,  %
RAND,H,12,REL HUM,20250208 1000,20250208 1000,66, ,  %
RAND,H,12,REL HUM,20250208 1100,20250208 1100,58, ,  %
RAND,H,12,REL HUM,20250208 1200,20250208 1200,54, ,  %
RAND,H,12,REL HUM,20250208 1300,20250208 1300,65, ,  %
RAND,H,12,REL HUM,20250208 1400,20250208 1400,63, ,  %
RAND,H,12,REL HUM,20250208 1500,20250208 1500,61, ,  %
RAND,H,12,REL HUM,20250208 1600,20250208 1600,71, ,  %
RAND,H,12,REL HUM,20250208 1700,20250208 1700,82, ,  %
RAND,H,12,REL HUM,20250208 1800,20250208 1800,85, ,  %
RAND,H,12,REL HUM,20250208 1900,20250208 1900,89, ,  %
RAND,H,12,REL HUM,20250208 2000,20250208 2000,95, ,  %
RAND,H,12,REL HUM,20250208 2100,20250208 2100,96, ,  %
RAND,H,12,REL HUM,20250208 2200,20250208 2200,97, ,  %
RAND,H,12,REL HUM,20250208 2300,20250208 2300,100, ,  %
RAND,H,12,REL HUM,20250209 0000,20250209 0000,93, ,  %
RAND,H,12,REL HUM,20250209 0100,20250209 0100,89, ,  %
RAND,H,12,REL HUM,20250209 0200,20250209 0200,83, ,  %
RAND,H,12,REL HUM,20250209 0300,20250209 0300,83, ,  %
RAND,H,12,REL HUM,20250209 0400,20250209 0400,69, ,  %
RAND,H,12,REL HUM,20250209 0500,20250209 0500,64, ,  %
RAND,H,12,REL HUM,20250209 0600,20250209 0600,62, ,  %
RAND,H,12,REL HUM,20250209 0700,20250209 0700,74, ,  %
RAND,H,12,REL HUM,20250209 0800,20250209 0800,70, ,  %
RAND,H,12,REL HUM,20250209 0900,20250209 0900,43, ,  %
RAND,H,12,REL HUM,20250209 1000,20250209 1000,40, ,  %
RAND,H,12,REL HUM,20250209 1100,20250209 1100,33, ,  %
RAND,H,12,REL HUM,20250209 1200,20250209 1200,29, ,  %
RAND,H,12,REL HUM,20250209 1300,20250209 1300,34, ,  %
RAND,H,12,REL HUM,20250209 1400,20250209 1400,35, ,  %
RAND,H,12,REL HUM,20250209 1500,20250209 1500,36, ,  %
RAND,H,12,REL HUM,20250209 1600,20250209 1600,50, ,  %
RAND,H,12,REL HUM,20250209 1700,20250209 1700,68, ,  %
RAND,H,12,REL HUM,20250209 1800,20250209 1800,78, ,  %
RAND,H,12,REL HUM,20250209 1900,20250209 1900,93, ,  %
RAND,H,12,REL HUM,20250209 2000,20250209 2000,100, ,  %
RAND,H,12,REL HUM,20250209 2100,20250209 2100,100, ,  %
RAND,H,12,REL HUM,20250209 2200,20250209 2200,100, ,  %
RAND,H,12,REL HUM,20250209 2300,20250209 2300,100, ,  %
RAND,H,12,REL HUM,20250210 0000,20250210 0000,100, ,  %
RAND,H,12,REL HUM,20250210 0100,20250210 0100,100, ,  %
RAND,H,12,REL HUM,20250210 0200,20250210 0200,100, ,  %
RAND,H,12,REL HUM,20250210 0300,20250210 0300,100, ,  %
RAND,H,12,REL HUM,20250210 0400,20250210 0400,100, ,  %
RAND,H,12,REL HUM,20250210 0500,20250210 0500,100, ,  %
RAND,H,12,REL HUM,20250210 0600,20250210 0600,100, ,  %
RAND,H,12,REL HUM,20250210 0700,20250210 0700,100, ,  %
RAND,H,12,REL HUM,20250210 0800,20250210 0800,82, ,  %
RAND,H,12,REL HUM,20250210 0900,20250210 0900,77, ,  %
RAND,H,12,REL HUM,20250210 1000,20250210 1000,68, ,  %
RAND,H,12,REL HUM,20250210 1100,20250210 1100,60, ,  %
RAND,H,12,REL HUM,20250210 1200,20250210 1200,57, ,  %
RAND,H,12,REL HUM,20250210 1300,20250210 1300,55, ,  %
RAND,H,12,REL HUM,20250210 1400,20250210 1400,53, ,  %
RAND,H,12,REL HUM,20250210 1500,20250210 1500,57, ,  %
RAND,H,12,REL HUM,20250210 1600,20250210 1600,59, ,  %
RAND,H,12,REL HUM,20250210 1700,20250210 1700,71, ,  %
RAND,H,12,REL HUM,20250210 1800,20250210 1800,74, ,  %
RAND,H,12,REL HUM,20250210 1900,20250210 1900,76, ,  %
RAND,H,12,REL HUM,20250210 2000,20250210 2000,75, ,  %
RAND,H,12,REL HUM,20250210 2100,20250210 2100,73, ,  %
RAND,H,12,REL HUM,20250210 2200,20250210 2200,75, ,  %
RAND,H,12,REL HUM,20250210 2300,20250210 2300,71, ,  %
RAND,H,12,REL HUM,20250211 0000,20250211 0000,70, ,  %
RAND,H,12,REL HUM,20250211 0100,20250211 0100,76, ,  %
RAND,H,12,REL HUM,20250211 0200,20250211 0200,78, ,  %
RAND,H,12,REL HUM,20250211 0300,20250211 0300,75, ,  %
RAND,H,12,REL HUM,20250211 0400,20250211 0400,77, ,  %
RAND,H,12,REL HUM,20250211 0500,20250211 0500,76, ,  %
RAND,H,12,REL HUM,20250211 0600,20250211 0600,72, ,  %
RAND,H,12,REL HUM,20250211 0700,20250211 0700,72, ,  %
RAND,H,12,REL HUM,20250211 0800,20250211 0800,69, ,  %
RAND,H,12,REL HUM,20250211 0900,20250211 0900,64, ,  %
RAND,H,12,REL HUM,20250211 1000,20250211 1000,64, ,  %
RAND,H,12,REL HUM,20250211 1100,20250211 1100,61, ,  %
RAND,H,12,REL HUM,20250211 1200,20250211 1200,60, ,  %
RAND,H,12,REL HUM,20250211 1300,20250211 1300,58, ,  %
RAND,H,12,REL HUM,20250211 1400,20250211 1400,61, ,  %
RAND,H,12,REL HUM,20250211 1500,20250211 1500,57, ,  %
RAND,H,12,REL HUM,20250211 1600,20250211 1600,69, ,  %
RAND,H,12,REL HUM,20250211 1700,20250211 1700,75, ,  %
RAND,H,12,REL HUM,20250211 1800,20250211 1800,81, ,  %
RAND,H,12,REL HUM,20250211 1900,20250211 1900,86, ,  %
RAND,H,12,REL HUM,20250211 2000,20250211 2000,84, ,  %
RAND,H,12,REL HUM,20250211 2100,20250211 2100,86, ,  %
RAND,H,12,REL HUM,20250211 2200,20250211 2200,85, ,  %
RAND,H,12,REL HUM,20250211 2300,20250211 2300,83, ,  %
RAND,H,12,REL HUM,20250212 0000,20250212 0000,83, ,  %
RAND,H,12,REL HUM,20250212 0100,20250212 0100,83, ,  %
RAND,H,12,REL HUM,20250212 0200,20250212 0200,84, ,  %
RAND,H,12,REL HUM,20250212 0300,20250212 0300,86, ,  %
RAND,H,12,REL HUM,20250212 0400,20250212 0400,88, ,  %
RAND,H,12,REL HUM,20250212 0500,20250212 0500,97, ,  %
RAND,H,12,REL HUM,20250212 0600,20250212 0600,100, ,  %
RAND,H,12,REL HUM,20250212 0700,20250212 0700,100, ,  %
RAND,H,12,REL HUM,20250212 0800,20250212 0800,100, ,  %
RAND,H,12,REL HUM,20250212 0900,20250212 0900,100, ,  %
RAND,H,12,REL HUM,20250212 1000,20250212 1000,100, ,  %
RAND,H,12,REL HUM,20250212 1100,20250212 1100,100, ,  %
RAND,H,12,REL HUM,20250212 1200,20250212 1200,100, ,  %
RAND,H,12,REL HUM,20250212 1300,20250212 1300,100, ,  %
RAND,H,12,REL HUM,20250212 1400,20250212 1400,100, ,  %
RAND,H,12,REL HUM,20250212 1500,20250212 1500,100, ,  %
RAND,H,12,REL HUM,20250212 1600,20250212 1600,100, ,  %
RAND,H,12,REL HUM,20250212 1700,20250212 1700,100, ,  %
RAND,H,12,REL HUM,20250212 1800,20250212 1800,100, ,  %
RAND,H,12,REL HUM,20250212 1900,20250212 1900,100, ,  %
RAND,H,12,REL HUM,20250212 2000,20250212 2000,100, ,  %
RAND,H,12,REL HUM,20250212 2100,20250212 2100,100, ,  %
RAND,H,12,REL HUM,20250212 2200,20250212 2200,100, ,  %
RAND,H,12,REL HUM,20250212 2300,20250212 2300,100, ,  %
RAND,H,12,REL HUM,20250213 0000,20250213 0000,100, ,  %
RAND,H,12,REL HUM,20250213 0100,20250213 0100,100, ,  %
RAND,H,12,REL HUM,20250213 0200,20250213 0200,100, ,  %
RAND,H,12,REL HUM,20250213 0300,20250213 0300,100, ,  %
RAND,H,12,REL HUM,20250213 0400,20250213 0400,100, ,  %
RAND,H,12,REL HUM,20250213 0500,20250213 0500,100, ,  %
RAND,H,12,REL HUM,20250213 0600,20250213 0600,100, ,  %
RAND,H,12,REL HUM,20250213 0700,20250213 0700,100, ,  %
RAND,H,12,REL HUM,20250213 0800,20250213 0800,100, ,  %
RAND,H,12,REL HUM,20250213 0900,20250213 0900,100, ,  %
RAND,H,12,REL HUM,20250213 1000,20250213 1000,100, ,  %
RAND,H,12,REL HUM,20250213 1100,20250213 1100,100, ,  %
RAND,H,12,REL HUM,20250213 1200,20250213 1200,100, ,  %
RAND,H,12,REL HUM,20250213 1300,20250213 1300,100, ,  %
RAND,H,12,REL HUM,20250213 1400,20250213 1400,100, ,  %
RAND,H,12,REL HUM,20250213 1500,20250213 1500,100, ,  %
RAND,H,12,REL HUM,20250213 1600,20250213 1600,100, ,  %
RAND,H,12,REL HUM,20250213 1700,20250213 1700,100, ,  %
RAND,H,12,REL HUM,20250213 1800,20250213 1800,100, ,  %
RAND,H,12,REL HUM,20250213 1900,20250213 1900,100, ,  %
RAND,H,12,REL HUM,20250213 2000,20250213 2000,100, ,  %
RAND,H,12,REL HUM,20250213 2100,20250213 2100,100, ,  %
RAND,H,12,REL HUM,20250213 2200,20250213 2200,100, ,  %
RAND,H,12,REL HUM,20250213 2300,20250213 2300,100, ,  %
RAND,H,12,REL HUM,20250214 0000,20250214 0000,100, ,  %
RAND,H,12,REL HUM,20250214 0100,20250214 0100,100, ,  %
RAND,H,12,REL HUM,20250214 0200,20250214 0200,100, ,  %
RAND,H,12,REL HUM,20250214 0300,20250214 0300,100, ,  %
RAND,H,12,REL HUM,20250214 0400,20250214 0400,100, ,  %
RAND,H,12,REL HUM,20250214 0500,20250214 0500,100, ,  %
RAND,H,12,REL HUM,20250214 0600,20250214 0600,100, ,  %
RAND,H,12,REL HUM,20250214 0700,20250214 0700,100, ,  %
RAND,H,12,REL HUM,20250214 0800,20250214 0800,100, ,  %
RAND,H,12,REL HUM,20250214 0900,20250214 0900,100, ,  %
RAND,H,12,REL HUM,20250214 1000,20250214 1000,100, ,  %
RAND,H,12,REL HUM,20250214 1100,20250214 1100,84, ,  %
RAND,H,12,REL HUM,20250214 1200,20250214 1200,83, ,  %
RAND,H,12,REL HUM,20250214 1300,20250214 1300,72, ,  %
RAND,H,12,REL HUM,20250214 1400,20250214 1400,67, ,  %
RAND,H,12,REL HUM,20250214 1500,20250214 1500,64, ,  %
RAND,H,12,REL HUM,20250214 1600,20250214 1600,67, ,  %
RAND,H,12,REL HUM,20250214 1700,20250214 1700,74, ,  %
RAND,H,12,REL HUM,20250214 1800,20250214 1800,87, ,  %
RAND,H,12,REL HUM,20250214 1900,20250214 1900,93, ,  %
RAND,H,12,REL HUM,20250214 2000,20250214 2000,93, ,  %
RAND,H,12,REL HUM,20250214 2100,20250214 2100,98, ,  %
RAND,H,12,REL HUM,20250214 2200,20250214 2200,98, ,  %
RAND,H,12,REL HUM,20250214 2300,20250214 2300,98, ,  %
RAND,H,12,REL HUM,20250215 0000,20250215 0000,100, ,  %
RAND,H,12,REL HUM,20250215 0100,20250215 0100,100, ,  %
RAND,H,12,REL HUM,20250215 0200,20250215 0200,100, ,  %
RAND,H,12,REL HUM,20250215 0300,20250215 0300,100, ,  %
RAND,H,12,REL HUM,20250215 0400,20250215 0400,100, ,  %
RAND,H,12,REL HUM,20250215 0500,20250215 0500,100, ,  %
RAND,H,12,REL HUM,20250215 0600,20250215 0600,100, ,  %
RAND,H,12,REL HUM,20250215 0700,20250215 0700,100, ,  %
RAND,H,12,REL HUM,20250215 0800,20250215 0800,92, ,  %
RAND,H,12,REL HUM,20250215 0900,20250215 0900,77, ,  %
RAND,H,12,REL HUM,20250215 1000,20250215 1000,66, ,  %
RAND,H,12,REL HUM,20250215 1100,20250215 1100,53, ,  %
RAND,H,12,REL HUM,20250215 1200,20250215 1200,43, ,  %
RAND,H,12,REL HUM,20250215 1300,20250215 1300,37, ,  %
RAND,H,12,REL HUM,20250215 1400,20250215 1400,48, ,  %
RAND,H,12,REL HUM,20250215 1500,20250215 1500,54, ,  %
RAND,H,12,REL HUM,20250215 1600,20250215 1600,59, ,  %
RAND,H,12,REL HUM,20250215 1700,20250215 1700,69, ,  %
RAND,H,12,REL HUM,20250215 1800,20250215 1800,81, ,  %
RAND,H,12,REL HUM,20250215 1900,20250215 1900,85, ,  %
RAND,H,12,REL HUM,20250215 2000,20250215 2000,92, ,  %
RAND,H,12,REL HUM,20250215 2100,20250215 2100,100, ,  %
RAND,H,12,REL HUM,20250215 2200,20250215 2200,95, ,  %
RAND,H,12,REL HUM,20250215 2300,20250215 2300,85, ,  %
RAND,H,12,REL HUM,20250216 0000,20250216 0000,63, ,  %
RAND,H,12,REL HUM,20250216 0100,20250216 0100,51, ,  %
RAND,H,12,REL HUM,20250216 0200,20250216 0200,50, ,  %
RAND,H,12,REL HUM,20250216 0300,20250216 0300,51, ,  %
RAND,H,12,REL HUM,20250216 0400,20250216 0400,49, ,  %
RAND,H,12,REL HUM,20250216 0500,20250216 0500,50, ,  %
RAND,H,12,REL HUM,20250216 0600,20250216 0600,43, ,  %
RAND,H,12,REL HUM,20250216 0700,20250216 0700,49, ,  %
RAND,H,12,REL HUM,20250216 0800,20250216 0800,48, ,  %
RAND,H,12,REL HUM,20250216 0900,20250216 0900,39, ,  %
RAND,H,12,REL HUM,20250216 1000,20250216 1000,26, ,  %
RAND,H,12,REL HUM,20250216 1100,20250216 1100,18, ,  %
RAND,H,12,REL HUM,20250216 1200,20250216 1200,20, ,  %
RAND,H,12,REL HUM,20250216 1300,20250216 1300,22, ,  %
RAND,H,12,REL HUM,20250216 1400,20250216 1400,27, ,  %
RAND,H,12,REL HUM,20250216 1500,20250216 1500,28, ,  %
RAND,H,12,REL HUM,20250216 1600,20250216 1600,29, ,  %
RAND,H,12,REL HUM,20250216 1700,20250216 1700,39, ,  %
RAND,H,12,REL HUM,20250216 1800,20250216 1800,58, ,  %
RAND,H,12,REL HUM,20250216 1900,20250216 1900,53, ,  %
RAND,H,12,REL HUM,20250216 2000,20250216 2000,58, ,  %
RAND,H,12,REL HUM,20250216 2100,20250216 2100,58, ,  %
RAND,H,12,REL HUM,20250216 2200,20250216 2200,53, ,  %
RAND,H,12,REL HUM,20250216 2300,20250216 2300,70, ,  %
RAND,H,12,REL HUM,20250217 0000,20250217 0000,65, ,  %
RAND,H,12,REL HUM,20250217 0100,20250217 0100,66, ,  %
RAND,H,12,REL HUM,20250217 0200,20250217 0200,61, ,  %
RAND,H,12,REL HUM,20250217 0300,20250217 0300,57, ,  %
RAND,H,12,REL HUM,20250217 0400,20250217 0400,62, ,  %
RAND,H,12,REL HUM,20250217 0500,20250217 0500,61, ,  %
RAND,H,12,REL HUM,20250217 0600,20250217 0600,58, ,  %
RAND,H,12,REL HUM,20250217 0700,20250217 0700,54, ,  %
RAND,H,12,REL HUM,20250217 0800,20250217 0800,46, ,  %
RAND,H,12,REL HUM,20250217 0900,20250217 0900,42, ,  %
RAND,H,12,REL HUM,20250217 1000,20250217 1000,42, ,  %
RAND,H,12,REL HUM,20250217 1100,20250217 1100,39, ,  %
RAND,H,12,REL HUM,20250217 1200,20250217 1200,35, ,  %
RAND,H,12,REL HUM,20250217 1300,20250217 1300,35, ,  %
RAND,H,12,REL HUM,20250217 1400,20250217 1400,46, ,  %
RAND,H,12,REL HUM,20250217 1500,20250217 1500,49, ,  %
RAND,H,12,REL HUM,20250217 1600,20250217 1600,63, ,  %
RAND,H,12,REL HUM,20250217 1700,20250217 1700,81, ,  %
RAND,H,12,REL HUM,20250217 1800,20250217 1800,100, ,  %
RAND,H,12,REL HUM,20250217 1900,20250217 1900,100, ,  %
RAND,H,12,REL HUM,20250217 2000,20250217 2000,100, ,  %
RAND,H,12,REL HUM,20250217 2100,20250217 2100,100, ,  %
RAND,H,12,REL HUM,20250217 2200,20250217 2200,98, ,  %
RAND,H,12,REL HUM,20250217 2300,20250217 2300,99, ,  %
RAND,H,12,REL HUM,20250218 0000,20250218 0000,98, ,  %
RAND,H,12,REL HUM,20250218 0100,20250218 0100,92, ,  %
RAND,H,12,REL HUM,20250218 0200,20250218 0200,92, ,  %
RAND,H,12,REL HUM,20250218 0300,20250218 0300,92, ,  %
RAND,H,12,REL HUM,20250218 0400,20250218 0400,89, ,  %
RAND,H,12,REL HUM,20250218 0500,20250218 0500,87, ,  %
RAND,H,12,REL HUM,20250218 0600,20250218 0600,84, ,  %
RAND,H,12,REL HUM,20250218 0700,20250218 0700,83, ,  %
RAND,H,12,REL HUM,20250218 0800,20250218 0800,76, ,  %
RAND,H,12,REL HUM,20250218 0900,20250218 0900,64, ,  %
RAND,H,12,REL HUM,20250218 1000,20250218 1000,60, ,  %
RAND,H,12,REL HUM,20250218 1100,20250218 1100,55, ,  %
RAND,H,12,REL HUM,20250218 1200,20250218 1200,46, ,  %
RAND,H,12,REL HUM,20250218 1300,20250218 1300,55, ,  %
RAND,H,12,REL HUM,20250218 1400,20250218 1400,55, ,  %
RAND,H,12,REL HUM,20250218 1500,20250218 1500,56, ,  %
RAND,H,12,REL HUM,20250218 1600,20250218 1600,62, ,  %
RAND,H,12,REL HUM,20250218 1700,20250218 1700,72, ,  %
RAND,H,12,REL HUM,20250218 1800,20250218 1800,85, ,  %
RAND,H,12,REL HUM,20250218 1900,20250218 1900,87, ,  %
RAND,H,12,REL HUM,20250218 2000,20250218 2000,88, ,  %
RAND,H,12,REL HUM,20250218 2100,20250218 2100,92, ,  %
RAND,H,12,REL HUM,20250218 2200,20250218 2200,96, ,  %
RAND,H,12,REL HUM,20250218 2300,20250218 2300,97, ,  %
RAND,H,12,REL HUM,20250219 0000,20250219 0000,94, ,  %
RAND,H,12,REL HUM,20250219 0100,20250219 0100,95, ,  %
RAND,H,12,REL HUM,20250219 0200,20250219 0200,97, ,  %
RAND,H,12,REL HUM,20250219 0300,20250219 0300,100, ,  %
RAND,H,12,REL HUM,20250219 0400,20250219 0400,100, ,  %
RAND,H,12,REL HUM,20250219 0500,20250219 0500,95, ,  %
RAND,H,12,REL HUM,20250219 0600,20250219 0600,88, ,  %
RAND,H,12,REL HUM,20250219 0700,20250219 0700,69, ,  %
RAND,H,12,REL HUM,20250219 0800,20250219 0800,57, ,  %
RAND,H,12,REL HUM,20250219 0900,20250219 0900,37, ,  %
RAND,H,12,REL HUM,20250219 1000,20250219 1000,39, ,  %
RAND,H,12,REL HUM,20250219 1100,20250219 1100,36, ,  %
RAND,H,12,REL HUM,20250219 1200,20250219 1200,47, ,  %
RAND,H,12,REL HUM,20250219 1300,20250219 1300,44, ,  %
RAND,H,12,REL HUM,20250219 1400,20250219 1400,42, ,  %
RAND,H,12,REL HUM,20250219 1500,20250219 1500,40, ,  %
RAND,H,12,REL HUM,20250219 1600,20250219 1600,45, ,  %
RAND,H,12,REL HUM,20250219 1700,20250219 1700,54, ,  %
RAND,H,12,REL HUM,20250219 1800,20250219 1800,66, ,  %
RAND,H,12,REL HUM,20250219 1900,20250219 1900,76, ,  %
RAND,H,12,REL HUM,20250219 2000,20250219 2000,79, ,  %
RAND,H,12,REL HUM,20250219 2100,20250219 2100,74, ,  %
RAND,H,12,REL HUM,20250219 2200,20250219 2200,70, ,  %
RAND,H,12,REL HUM,20250219 2300,20250219 2300,69, ,  %
RAND,H,12,REL HUM,20250220 0000,20250220 0000,70, ,  %
